id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q106164,João Bernardo Vieira,male,1939-04-27,11,2009-03-02,11,"João Bernardo Vieira detail1, 1822WD944.jpg",João Bernardo Vieira
Q108426409,José Pereira Baptista,male,,,,,,
Q108426410,Malam Mané,male,,,,,,
Q108426411,João José Monteiro,male,,,,,,
Q108426412,Rui Dia de Sousa,male,,,,,,
Q16736700,Domingos Simoes Pereira,male,1963-10-20,11,,,Domingos Simões Pereira.jpg,Domingos Simões Pereira
Q16855164,Umaro Sissoco Embaló,male,1972-09-23,11,,,Umaro Sissoco Embaló (51315757792).jpg,Umaro Sissoco Embaló
Q16908893,José Mário Vaz,male,1957-12-10,11,,,José Mário Vaz 2014.jpg,José Mário Vaz
Q176413,Carlos Correia,male,1933-11-06,11,2021-08-14,11,,Carlos Correia
Q232796,Malam Bacai Sanhá,male,1947-05-05,11,2012-01-09,11,Malam Bacai Sanhá.jpg,Malam Bacai Sanhá
Q286130,Henrique Rosa,male,1946-01-18,11,2013-05-15,11,Henrique Rosa 2005.jpg,Henrique Rosa
Q3075634,Mamadu Ture Kuruma,male,1947-04-26,11,,,,Mamadu Ture Kuruma
Q3291098,Maria da Conceição Nobre Cabral,female,,,,,Maria da Conceição Nobre Cabral 2008.jpg,Maria da Conceição Nobre Cabral
Q336238,Kumba Ialá,male,1953-03-15,11,2014-04-04,11,Koumbayala.jpg,Kumba Ialá
Q43396447,Suzi Barbosa,female,1973-07-05,11,,,,Suzi Barbosa
Q4681978,Adelino Mano Quetá,male,,,2014-06-14,11,,Adelino Mano Quetá
Q47527935,Artur Silva,male,1956,9,,,,Artur Silva
Q4838987,Baciro Djá,male,1973-01-31,11,,,Baciro Djá.png,Baciro Djá
Q551585,Aristides Gomes,male,1954-11-08,11,,,2019-08-29 Aristides Gomes.jpg,Aristides Gomes
Q57424,Manuel Serifo Nhamadjo,male,1958-03-25,11,2020-03-17,11,Serifo Nhamadjo.JPG,Manuel Serifo Nhamadjo
Q57718,Carlos Gomes Júnior,male,1949-12-19,11,,,Carlos Gomes Junior.jpg,Carlos Gomes Júnior
Q58164,Adiato Djaló Nandigna,female,1958-11-06,11,,,,Adiato Djaló Nandigna
Q627337,Rui Duarte de Barros,male,1960-02-18,11,,,,Rui Duarte de Barros
Q715042,Veríssimo Correia Seabra,male,1947-02-16,11,2004-10-06,11,,Veríssimo Correia Seabra
Q86715481,Nuno Nabian,male,1966-11-17,11,,,Nuno Gomes Nabiam.png,Nuno Gomes Nabiam
